period,value
2022-05-21T14,3019
2022-05-21T13,2854
2022-05-21T12,2530
2022-05-21T11,2319
2022-05-21T10,2079
2022-05-21T09,2006
2022-05-21T08,1920
2022-05-21T07,1916
2022-05-21T06,2374
2022-05-21T05,2437
2022-05-21T04,2878
2022-05-21T03,3326
2022-05-21T02,3395
2022-05-21T01,3429
2022-05-21T00,3485
2022-05-20T23,3544
2022-05-20T22,3352
2022-05-20T21,2965
2022-05-20T20,2648
2022-05-20T19,2394
2022-05-20T18,2473
2022-05-20T17,3002
2022-05-20T16,3145
2022-05-20T15,3302
2022-05-20T14,3038
2022-05-20T13,2653
2022-05-20T12,2507
2022-05-20T11,2286
2022-05-20T10,2323
2022-05-20T09,2183
2022-05-20T08,2259
2022-05-20T07,2043
2022-05-20T06,2225
2022-05-20T05,2289
2022-05-20T04,2822
2022-05-20T03,3408
2022-05-20T02,3547
2022-05-20T01,3543
2022-05-20T00,3634
2022-05-19T23,3565
2022-05-19T22,3315
2022-05-19T21,3260
2022-05-19T20,3186
2022-05-19T19,3214
2022-05-19T18,3271
2022-05-19T17,3403
2022-05-19T16,3570
2022-05-19T15,3668
2022-05-19T14,3590
2022-05-19T13,3442
2022-05-19T12,3403
2022-05-19T11,2948
2022-05-19T10,2576
2022-05-19T09,2445
2022-05-19T08,2505
2022-05-19T07,2535
2022-05-19T06,2393
2022-05-19T05,2718
2022-05-19T04,2985
2022-05-19T03,3567
2022-05-19T02,3554
2022-05-19T01,3668
2022-05-19T00,3664
2022-05-18T23,3645
2022-05-18T22,3686
2022-05-18T21,3662
2022-05-18T20,3620
2022-05-18T19,3622
2022-05-18T18,3537
2022-05-18T17,3508
2022-05-18T16,3536
2022-05-18T15,3560
2022-05-18T14,3603
2022-05-18T13,3292
2022-05-18T12,2969
2022-05-18T11,2736
2022-05-18T10,2466
2022-05-18T09,2191
2022-05-18T08,2142
2022-05-18T07,1977
2022-05-18T06,2245
2022-05-18T05,2066
2022-05-18T04,2639
2022-05-18T03,2816
2022-05-18T02,3382
2022-05-18T01,3449
2022-05-18T00,3221
2022-05-17T23,3251
2022-05-17T22,3185
2022-05-17T21,2897
2022-05-17T20,2980
2022-05-17T19,3210
2022-05-17T18,3174
2022-05-17T17,3359
2022-05-17T16,3142
2022-05-17T15,3111
2022-05-17T14,2885
2022-05-17T13,2740
2022-05-17T12,2386
2022-05-17T11,2147
2022-05-17T10,1837
2022-05-17T09,1686
2022-05-17T08,1693
2022-05-17T07,1590
2022-05-17T06,1648
2022-05-17T05,1710
2022-05-17T04,2036
2022-05-17T03,2736
2022-05-17T02,3126
2022-05-17T01,3153
2022-05-17T00,3040
2022-05-16T23,3229
2022-05-16T22,3627
2022-05-16T21,3572
2022-05-16T20,3422
2022-05-16T19,2894
2022-05-16T18,3571
2022-05-16T17,3616
2022-05-16T16,3741
2022-05-16T15,3707
2022-05-16T14,3533
2022-05-16T13,3412
2022-05-16T12,3202
2022-05-16T11,2613
2022-05-16T10,2304
2022-05-16T09,1984
2022-05-16T08,1962
2022-05-16T07,2256
2022-05-16T06,2344
2022-05-16T05,2411
2022-05-16T04,2511
2022-05-16T03,3089
2022-05-16T02,3397
2022-05-16T01,3696
2022-05-16T00,3790
2022-05-15T23,4035
2022-05-15T22,3722
2022-05-15T21,3324
2022-05-15T20,3358
2022-05-15T19,3212
2022-05-15T18,3329
2022-05-15T17,3347
2022-05-15T16,3344
2022-05-15T15,3118
2022-05-15T14,3019
2022-05-15T13,2755
2022-05-15T12,2097
2022-05-15T11,1979
2022-05-15T10,1990
2022-05-15T09,1938
2022-05-15T08,2183
2022-05-15T07,2144
2022-05-15T06,2189
2022-05-15T05,2235
2022-05-15T04,2180
2022-05-15T03,2510
2022-05-15T02,2600
2022-05-15T01,3140
2022-05-15T00,3465
2022-05-14T23,3601
2022-05-14T22,3637
2022-05-14T21,3533
2022-05-14T20,3298
2022-05-14T19,3133
2022-05-14T18,3273
2022-05-14T17,3413
2022-05-14T16,3353
2022-05-14T15,3318
2022-05-14T14,3423
2022-05-14T13,3240
2022-05-14T12,2735
2022-05-14T11,2113
2022-05-14T10,1925
2022-05-14T09,1948
2022-05-14T08,2123
2022-05-14T07,2156
2022-05-14T06,2156
2022-05-14T05,2046
2022-05-14T04,2589
2022-05-14T03,3126
2022-05-14T02,3552
2022-05-14T01,3752
2022-05-14T00,3978
2022-05-13T23,4008
2022-05-13T22,3937
2022-05-13T21,3844
2022-05-13T20,3841
2022-05-13T19,3807
2022-05-13T18,3656
2022-05-13T17,3667
2022-05-13T16,3674
2022-05-13T15,3650
2022-05-13T14,3623
2022-05-13T13,3655
2022-05-13T12,3208
2022-05-13T11,2292
2022-05-13T10,1720
2022-05-13T09,1495
2022-05-13T08,1442
2022-05-13T07,1908
2022-05-13T06,2154
2022-05-13T05,2424
2022-05-13T04,2947
2022-05-13T03,3620
2022-05-13T02,3861
2022-05-13T01,3992
2022-05-13T00,3968
2022-05-12T23,3999
2022-05-12T22,3987
2022-05-12T21,3953
2022-05-12T20,3756
2022-05-12T19,3656
2022-05-12T18,3461
2022-05-12T17,3462
2022-05-12T16,3504
2022-05-12T15,3520
2022-05-12T14,3456
2022-05-12T13,3333
2022-05-12T12,2932
2022-05-12T11,2589
2022-05-12T10,2206
2022-05-12T09,1971
2022-05-12T08,2059
2022-05-12T07,2242
2022-05-12T06,2363
2022-05-12T05,2215
2022-05-12T04,2512
2022-05-12T03,2900
2022-05-12T02,3232
2022-05-12T01,3288
2022-05-12T00,3466
2022-05-11T23,3752
2022-05-11T22,3782
2022-05-11T21,3288
2022-05-11T20,3146
2022-05-11T19,3091
2022-05-11T18,3165
2022-05-11T17,3412
2022-05-11T16,3432
2022-05-11T15,3255
2022-05-11T14,2884
2022-05-11T13,3279
2022-05-11T12,2654
2022-05-11T11,2180
2022-05-11T10,1893
2022-05-11T09,1768
2022-05-11T08,1643
2022-05-11T07,1594
2022-05-11T06,1713
2022-05-11T05,1822
2022-05-11T04,2310
2022-05-11T03,2672
2022-05-11T02,3240
2022-05-11T01,3166
2022-05-11T00,3321
2022-05-10T23,3609
2022-05-10T22,3762
2022-05-10T21,3557
2022-05-10T20,3721
2022-05-10T19,3694
2022-05-10T18,3637
2022-05-10T17,3526
2022-05-10T16,3503
2022-05-10T15,3349
2022-05-10T14,3163
2022-05-10T13,3117
2022-05-10T12,2994
2022-05-10T11,2425
2022-05-10T10,1861
2022-05-10T09,1566
2022-05-10T08,1639
2022-05-10T07,1821
2022-05-10T06,1963
2022-05-10T05,2155
2022-05-10T04,2594
2022-05-10T03,3025
2022-05-10T02,3391
2022-05-10T01,3740
2022-05-10T00,3761
2022-05-09T23,3944
2022-05-09T22,3634
2022-05-09T21,3385
2022-05-09T20,3278
2022-05-09T19,3259
2022-05-09T18,3077
2022-05-09T17,3119
2022-05-09T16,3097
2022-05-09T15,3038
2022-05-09T14,2875
2022-05-09T13,2996
2022-05-09T12,2778
2022-05-09T11,2375
2022-05-09T10,2397
2022-05-09T09,2507
2022-05-09T08,2680
2022-05-09T07,2479
2022-05-09T06,2392
2022-05-09T05,2246
2022-05-09T04,2194
2022-05-09T03,1996
2022-05-09T02,2615
2022-05-09T01,3038
2022-05-09T00,2883
2022-05-08T23,2769
2022-05-08T22,2613
2022-05-08T21,2380
2022-05-08T20,2229
2022-05-08T19,2356
2022-05-08T18,2192
2022-05-08T17,2131
2022-05-08T16,2218
2022-05-08T15,2417
2022-05-08T14,2199
2022-05-08T13,2220
2022-05-08T12,2085
2022-05-08T11,2065
2022-05-08T10,2147
2022-05-08T09,1962
2022-05-08T08,2139
2022-05-08T07,2317
2022-05-08T06,2273
2022-05-08T05,2313
2022-05-08T04,2363
2022-05-08T03,2492
2022-05-08T02,2877
2022-05-08T01,2879
2022-05-08T00,2814
2022-05-07T23,2694
2022-05-07T22,2347
2022-05-07T21,2060
2022-05-07T20,2004
2022-05-07T19,2008
2022-05-07T18,1935
2022-05-07T17,1695
2022-05-07T16,1901
2022-05-07T15,2054
2022-05-07T14,2158
2022-05-07T13,1799
2022-05-07T12,1711
2022-05-07T11,2008
2022-05-07T10,1425
2022-05-07T09,1394
2022-05-07T08,1366
2022-05-07T07,1367
2022-05-07T06,1579
2022-05-07T05,1479
2022-05-07T04,1796
2022-05-07T03,2620
2022-05-07T02,2669
2022-05-07T01,2977
2022-05-07T00,2971
2022-05-06T23,3173
2022-05-06T22,3024
2022-05-06T21,3087
2022-05-06T20,3118
2022-05-06T19,3037
2022-05-06T18,3188
2022-05-06T17,3384
2022-05-06T16,3522
2022-05-06T15,3800
2022-05-06T14,3681
2022-05-06T13,3639
2022-05-06T12,3576
2022-05-06T11,3210
2022-05-06T10,2626
2022-05-06T09,2263
2022-05-06T08,2206
2022-05-06T07,2474
2022-05-06T06,2667
2022-05-06T05,2764
2022-05-06T04,3037
2022-05-06T03,3194
2022-05-06T02,3506
2022-05-06T01,3816
2022-05-06T00,3633
2022-05-05T23,4023
2022-05-05T22,3548
2022-05-05T21,3308
2022-05-05T20,3424
2022-05-05T19,3371
2022-05-05T18,3460
2022-05-05T17,3525
2022-05-05T16,3323
2022-05-05T15,3492
2022-05-05T14,3648
2022-05-05T13,3600
2022-05-05T12,3554
2022-05-05T11,3164
2022-05-05T10,3157
2022-05-05T09,2843
2022-05-05T08,2657
2022-05-05T07,2582
2022-05-05T06,2617
2022-05-05T05,2522
2022-05-05T04,2653
2022-05-05T03,3306
2022-05-05T02,3789
2022-05-05T01,3927
2022-05-05T00,3914
2022-05-04T23,3808
2022-05-04T22,3397
2022-05-04T21,3399
2022-05-04T20,3528
2022-05-04T19,3636
2022-05-04T18,3583
2022-05-04T17,3579
2022-05-04T16,3539
2022-05-04T15,3795
2022-05-04T14,3717
2022-05-04T13,3325
2022-05-04T12,3394
2022-05-04T11,2905
2022-05-04T10,2478
2022-05-04T09,2141
2022-05-04T08,1910
2022-05-04T07,1970
2022-05-04T06,1853
2022-05-04T05,2112
2022-05-04T04,2510
2022-05-04T03,3098
2022-05-04T02,3425
2022-05-04T01,3329
2022-05-04T00,3541
2022-05-03T23,3403
2022-05-03T22,3533
2022-05-03T21,3700
2022-05-03T20,3570
2022-05-03T19,3748
2022-05-03T18,3866
2022-05-03T17,3548
2022-05-03T16,3401
2022-05-03T15,3770
2022-05-03T14,3816
2022-05-03T13,3738
2022-05-03T12,3566
2022-05-03T11,3007
2022-05-03T10,2795
2022-05-03T09,2284
2022-05-03T08,2274
2022-05-03T07,2396
2022-05-03T06,2799
2022-05-03T05,2992
2022-05-03T04,3075
2022-05-03T03,3225
2022-05-03T02,3454
2022-05-03T01,3410
2022-05-03T00,3672
2022-05-02T23,3532
2022-05-02T22,3435
2022-05-02T21,3842
2022-05-02T20,3777
2022-05-02T19,3468
2022-05-02T18,3622
2022-05-02T17,3678
2022-05-02T16,3388
2022-05-02T15,3759
2022-05-02T14,3760
2022-05-02T13,3543
2022-05-02T12,3244
2022-05-02T11,2857
2022-05-02T10,2593
2022-05-02T09,2393
2022-05-02T08,2238
2022-05-02T07,2142
2022-05-02T06,2283
2022-05-02T05,2219
2022-05-02T04,2084
2022-05-02T03,2519
2022-05-02T02,3089
2022-05-02T01,3142
2022-05-02T00,2940
2022-05-01T23,2986
2022-05-01T22,2959
2022-05-01T21,2859
2022-05-01T20,2791
2022-05-01T19,2822
2022-05-01T18,2750
2022-05-01T17,2644
2022-05-01T16,2907
2022-05-01T15,2883
2022-05-01T14,2533
2022-05-01T13,2677
2022-05-01T12,2276
2022-05-01T11,2328
2022-05-01T10,2333
2022-05-01T09,2419
2022-05-01T08,2729
2022-05-01T07,2712
2022-05-01T06,2679
2022-05-01T05,2520
2022-05-01T04,2802
2022-05-01T03,2979
2022-05-01T02,3035
2022-05-01T01,3130
2022-05-01T00,3212
2022-04-30T23,3135
2022-04-30T22,3308
2022-04-30T21,2932
2022-04-30T20,2855
2022-04-30T19,2537
2022-04-30T18,2429
2022-04-30T17,2571
2022-04-30T16,2527
2022-04-30T15,2670
2022-04-30T14,2726
2022-04-30T13,2663
2022-04-30T12,2677
2022-04-30T11,2581
2022-04-30T10,2622
2022-04-30T09,2704
2022-04-30T08,2646
2022-04-30T07,2537
2022-04-30T06,2503
2022-04-30T05,2365
2022-04-30T04,2610
2022-04-30T03,3333
2022-04-30T02,3491
2022-04-30T01,3523
2022-04-30T00,3273
2022-04-29T23,2883
2022-04-29T22,2780
2022-04-29T21,2762
2022-04-29T20,2627
2022-04-29T19,2550
2022-04-29T18,2434
2022-04-29T17,2606
2022-04-29T16,2591
2022-04-29T15,2938
2022-04-29T14,2995
2022-04-29T13,3292
2022-04-29T12,3273
2022-04-29T11,3075
2022-04-29T10,2474
2022-04-29T09,2271
2022-04-29T08,2021
2022-04-29T07,2376
2022-04-29T06,2546
2022-04-29T05,2495
2022-04-29T04,2618
2022-04-29T03,3132
2022-04-29T02,3517
2022-04-29T01,3881
2022-04-29T00,3443
2022-04-28T23,3233
2022-04-28T22,2955
2022-04-28T21,2928
2022-04-28T20,2642
2022-04-28T19,2695
2022-04-28T18,2805
2022-04-28T17,3024
2022-04-28T16,2890
2022-04-28T15,2934
2022-04-28T14,3001
2022-04-28T13,3167
2022-04-28T12,3408
2022-04-28T11,2788
2022-04-28T10,2511
2022-04-28T09,2369
2022-04-28T08,2449
2022-04-28T07,2465
2022-04-28T06,2524
2022-04-28T05,2641
2022-04-28T04,2254
2022-04-28T03,2450
2022-04-28T02,3190
2022-04-28T01,3712
2022-04-28T00,3545
2022-04-27T23,3494
2022-04-27T22,3193
2022-04-27T21,2698
2022-04-27T20,2573
2022-04-27T19,2863
2022-04-27T18,2847
2022-04-27T17,2641
2022-04-27T16,2790
2022-04-27T15,2881
2022-04-27T14,3035
2022-04-27T13,2977
2022-04-27T12,3008
2022-04-27T11,2582
2022-04-27T10,2615
2022-04-27T09,2567
2022-04-27T08,2425
2022-04-27T07,2483
2022-04-27T06,2578
2022-04-27T05,2635
2022-04-27T04,3326
2022-04-27T03,3433
2022-04-27T02,3689
2022-04-27T01,3658
2022-04-27T00,3503
2022-04-26T23,3579
2022-04-26T22,3384
2022-04-26T21,3323
2022-04-26T20,3213
2022-04-26T19,3236
2022-04-26T18,3375
2022-04-26T17,3402
2022-04-26T16,3563
2022-04-26T15,3375
2022-04-26T14,3194
2022-04-26T13,3146
2022-04-26T12,3216
2022-04-26T11,3165
2022-04-26T10,3115
2022-04-26T09,3268
2022-04-26T08,3187
2022-04-26T07,3160
2022-04-26T06,2897
2022-04-26T05,2907
2022-04-26T04,3021
2022-04-26T03,3417
2022-04-26T02,3404
2022-04-26T01,3890
2022-04-26T00,3610
2022-04-25T23,3490
2022-04-25T22,3035
2022-04-25T21,3074
2022-04-25T20,3044
2022-04-25T19,3140
2022-04-25T18,3263
2022-04-25T17,3464
2022-04-25T16,3378
2022-04-25T15,3495
2022-04-25T14,3208
2022-04-25T13,3080
2022-04-25T12,2835
2022-04-25T11,2520
2022-04-25T10,2696
2022-04-25T09,2334
2022-04-25T08,2119
2022-04-25T07,2096
2022-04-25T06,2149
2022-04-25T05,2043
2022-04-25T04,1993
2022-04-25T03,2352
2022-04-25T02,2807
2022-04-25T01,3362
2022-04-25T00,2965
2022-04-24T23,2910
2022-04-24T22,2842
2022-04-24T21,2706
2022-04-24T20,2883
2022-04-24T19,2882
2022-04-24T18,2670
2022-04-24T17,2496
2022-04-24T16,2456
2022-04-24T15,2477
2022-04-24T14,2491
2022-04-24T13,2381
2022-04-24T12,2100
2022-04-24T11,2116
2022-04-24T10,2000
2022-04-24T09,1940
2022-04-24T08,1994
2022-04-24T07,1996
2022-04-24T06,2089
2022-04-24T05,2375
2022-04-24T04,2651
2022-04-24T03,3139
2022-04-24T02,3265
2022-04-24T01,3362
2022-04-24T00,3309
2022-04-23T23,3138
2022-04-23T22,3161
2022-04-23T21,3253
2022-04-23T20,3383
2022-04-23T19,3648
2022-04-23T18,3479
2022-04-23T17,3447
2022-04-23T16,3144
2022-04-23T15,3027
2022-04-23T14,3153
2022-04-23T13,3054
2022-04-23T12,2926
2022-04-23T11,2424
2022-04-23T10,2488
2022-04-23T09,2360
2022-04-23T08,2486
2022-04-23T07,2879
2022-04-23T06,3077
2022-04-23T05,3160
2022-04-23T04,2955
2022-04-23T03,3099
2022-04-23T02,3544
2022-04-23T01,3893
2022-04-23T00,3817
2022-04-22T23,3208
2022-04-22T22,3257
2022-04-22T21,2987
2022-04-22T20,3207
2022-04-22T19,3211
2022-04-22T18,3020
2022-04-22T17,3256
2022-04-22T16,3464
2022-04-22T15,3512
2022-04-22T14,3028
2022-04-22T13,3297
2022-04-22T12,3460
2022-04-22T11,3426
2022-04-22T10,2709
2022-04-22T09,2615
2022-04-22T08,2985
2022-04-22T07,3191
2022-04-22T06,3356
2022-04-22T05,3168
2022-04-22T04,3444
2022-04-22T03,3571
2022-04-22T02,3729
2022-04-22T01,3423
2022-04-22T00,2819
2022-04-21T23,2744
2022-04-21T22,2523
2022-04-21T21,2667
2022-04-21T20,3136
2022-04-21T19,3313
2022-04-21T18,3296
2022-04-21T17,3494
2022-04-21T16,3485
2022-04-21T15,3347
2022-04-21T14,3166
2022-04-21T13,3270
2022-04-21T12,3239
2022-04-21T11,2711
2022-04-21T10,2479
2022-04-21T09,2548
2022-04-21T08,2398
2022-04-21T07,2490
2022-04-21T06,2602
2022-04-21T05,2616
2022-04-21T04,3259
2022-04-21T03,3487
2022-04-21T02,3724
2022-04-21T01,4089
2022-04-21T00,4113
2022-04-20T23,3953
2022-04-20T22,3955
2022-04-20T21,3639
2022-04-20T20,3633
2022-04-20T19,3555
2022-04-20T18,3819
2022-04-20T17,3776
2022-04-20T16,3931
2022-04-20T15,3877
2022-04-20T14,4076
2022-04-20T13,4053
2022-04-20T12,4060
2022-04-20T11,3750
2022-04-20T10,3439
2022-04-20T09,2796
2022-04-20T08,2510
2022-04-20T07,2283
2022-04-20T06,2471
2022-04-20T05,2675
2022-04-20T04,3080
2022-04-20T03,3508
2022-04-20T02,3890
2022-04-20T01,3718
2022-04-20T00,3556
2022-04-19T23,3417
2022-04-19T22,3281
2022-04-19T21,3196
2022-04-19T20,3053
2022-04-19T19,3271
2022-04-19T18,3326
2022-04-19T17,3249
2022-04-19T16,3140
2022-04-19T15,2990
2022-04-19T14,3246
2022-04-19T13,3244
2022-04-19T12,3538
2022-04-19T11,3036
2022-04-19T10,2781
2022-04-19T09,2786
2022-04-19T08,2670
2022-04-19T07,2613
2022-04-19T06,2840
2022-04-19T05,2938
2022-04-19T04,3374
2022-04-19T03,3464
2022-04-19T02,3957
2022-04-19T01,4159
2022-04-19T00,4216
2022-04-18T23,3851
2022-04-18T22,3459
2022-04-18T21,3236
2022-04-18T20,3272
2022-04-18T19,3058
2022-04-18T18,3006
2022-04-18T17,3299
2022-04-18T16,3305
2022-04-18T15,3280
2022-04-18T14,3296
2022-04-18T13,3306
2022-04-18T12,3362
2022-04-18T11,3225
2022-04-18T10,3123
2022-04-18T09,3183
2022-04-18T08,3170
2022-04-18T07,3147
2022-04-18T06,3310
2022-04-18T05,3214
2022-04-18T04,3419
2022-04-18T03,3629
2022-04-18T02,3701
2022-04-18T01,3906
2022-04-18T00,3656
2022-04-17T23,3329
2022-04-17T22,3201
2022-04-17T21,3076
2022-04-17T20,3061
2022-04-17T19,3365
2022-04-17T18,3373
2022-04-17T17,3502
2022-04-17T16,3467
2022-04-17T15,3457
2022-04-17T14,3466
2022-04-17T13,3593
2022-04-17T12,3801
2022-04-17T11,3533
2022-04-17T10,3381
2022-04-17T09,3271
2022-04-17T08,3381
2022-04-17T07,3518
2022-04-17T06,3522
2022-04-17T05,3525
2022-04-17T04,3446
2022-04-17T03,3450
2022-04-17T02,3676
2022-04-17T01,4056
2022-04-17T00,3582
2022-04-16T23,3190
2022-04-16T22,3144
2022-04-16T21,3184
2022-04-16T20,3404
2022-04-16T19,3816
2022-04-16T18,3819
2022-04-16T17,3876
2022-04-16T16,3840
2022-04-16T15,3479
2022-04-16T14,3296
2022-04-16T13,3039
2022-04-16T12,3148
2022-04-16T11,3247
2022-04-16T10,3213
2022-04-16T09,2911
2022-04-16T08,2642
2022-04-16T07,2377
2022-04-16T06,2470
2022-04-16T05,2644
2022-04-16T04,2729
2022-04-16T03,3086
2022-04-16T02,3383
2022-04-16T01,3087
2022-04-16T00,3062
2022-04-15T23,3485
2022-04-15T22,3616
2022-04-15T21,3386
2022-04-15T20,3251
2022-04-15T19,3106
2022-04-15T18,3098
2022-04-15T17,2940
2022-04-15T16,2885
2022-04-15T15,2600
2022-04-15T14,2610
2022-04-15T13,2778
2022-04-15T12,3144
2022-04-15T11,2823
2022-04-15T10,2792
2022-04-15T09,2416
2022-04-15T08,2435
2022-04-15T07,2664
2022-04-15T06,2722
2022-04-15T05,2793
2022-04-15T04,2492
2022-04-15T03,2635
2022-04-15T02,3079
2022-04-15T01,3185
2022-04-15T00,2994
2022-04-14T23,2868
2022-04-14T22,3146
2022-04-14T21,3125
2022-04-14T20,3360
2022-04-14T19,2926
2022-04-14T18,2920
2022-04-14T17,2964
2022-04-14T16,2908
2022-04-14T15,2809
2022-04-14T14,2797
2022-04-14T13,2722
2022-04-14T12,2707
2022-04-14T11,2664
2022-04-14T10,2942
2022-04-14T09,2736
2022-04-14T08,2690
2022-04-14T07,2688
2022-04-14T06,2666
2022-04-14T05,2902
2022-04-14T04,2996
2022-04-14T03,3276
2022-04-14T02,3518
2022-04-14T01,3889
2022-04-14T00,3668
2022-04-13T23,3232
2022-04-13T22,3491
2022-04-13T21,3534
2022-04-13T20,3664
2022-04-13T19,3366
2022-04-13T18,3135
2022-04-13T17,3155
2022-04-13T16,3223
2022-04-13T15,3519
2022-04-13T14,3301
2022-04-13T13,3469
2022-04-13T12,3403
2022-04-13T11,2914
2022-04-13T10,2939
2022-04-13T09,2704
2022-04-13T08,2807
2022-04-13T07,2548
2022-04-13T06,2703
2022-04-13T05,2633
2022-04-13T04,2668
2022-04-13T03,3308
2022-04-13T02,3711
2022-04-13T01,3747
2022-04-13T00,3742
2022-04-12T23,3872
2022-04-12T22,3412
2022-04-12T21,2998
2022-04-12T20,3108
2022-04-12T19,3151
2022-04-12T18,3176
2022-04-12T17,3310
2022-04-12T16,3159
2022-04-12T15,3606
2022-04-12T14,3780
2022-04-12T13,4005
2022-04-12T12,3994
2022-04-12T11,3604
2022-04-12T10,2955
2022-04-12T09,2790
2022-04-12T08,2735
2022-04-12T07,2789
2022-04-12T06,2845
2022-04-12T05,2661
2022-04-12T04,2797
2022-04-12T03,3243
2022-04-12T02,3399
2022-04-12T01,3713
2022-04-12T00,3713
2022-04-11T23,3590
2022-04-11T22,3594
2022-04-11T21,3344
2022-04-11T20,3445
2022-04-11T19,3512
2022-04-11T18,3679
2022-04-11T17,3382
2022-04-11T16,3568
2022-04-11T15,3644
2022-04-11T14,3200
2022-04-11T13,3575
2022-04-11T12,3615
2022-04-11T11,3231
2022-04-11T10,3004
2022-04-11T09,2950
2022-04-11T08,2673
2022-04-11T07,2704
2022-04-11T06,2829
2022-04-11T05,3246
2022-04-11T04,3215
2022-04-11T03,3324
2022-04-11T02,3536
2022-04-11T01,3619
2022-04-11T00,2851
2022-04-10T23,2667
2022-04-10T22,2960
2022-04-10T21,2845
2022-04-10T20,2775
2022-04-10T19,2897
2022-04-10T18,2827
2022-04-10T17,2758
2022-04-10T16,2719
2022-04-10T15,2702
2022-04-10T14,2612
2022-04-10T13,2636
2022-04-10T12,2705
2022-04-10T11,2212
2022-04-10T10,2047
2022-04-10T09,1974
2022-04-10T08,2178
2022-04-10T07,1962
2022-04-10T06,1992
2022-04-10T05,1996
2022-04-10T04,2345
2022-04-10T03,3147
2022-04-10T02,3116
2022-04-10T01,3206
2022-04-10T00,3243
2022-04-09T23,2905
2022-04-09T22,2985
2022-04-09T21,2764
2022-04-09T20,2581
2022-04-09T19,2957
2022-04-09T18,3442
2022-04-09T17,3559
2022-04-09T16,3668
2022-04-09T15,3911
2022-04-09T14,4150
2022-04-09T13,3679
2022-04-09T12,3353
2022-04-09T11,2851
2022-04-09T10,2623
2022-04-09T09,2531
2022-04-09T08,2529
2022-04-09T07,2503
2022-04-09T06,2584
2022-04-09T05,2630
2022-04-09T04,2841
2022-04-09T03,3368
2022-04-09T02,3566
2022-04-09T01,3895
2022-04-09T00,3896
2022-04-08T23,3615
2022-04-08T22,3619
2022-04-08T21,3409
2022-04-08T20,3403
2022-04-08T19,3241
2022-04-08T18,3323
2022-04-08T17,3292
2022-04-08T16,3227
2022-04-08T15,3407
2022-04-08T14,3610
2022-04-08T13,3741
2022-04-08T12,3712
2022-04-08T11,3262
2022-04-08T10,2790
2022-04-08T09,2641
2022-04-08T08,2596
2022-04-08T07,2631
2022-04-08T06,2636
2022-04-08T05,2839
2022-04-08T04,3100
2022-04-08T03,3695
2022-04-08T02,3833
2022-04-08T01,3923
2022-04-08T00,3755
2022-04-07T23,3730
2022-04-07T22,3732
2022-04-07T21,3543
2022-04-07T20,3423
2022-04-07T19,3217
2022-04-07T18,3516
2022-04-07T17,3517
2022-04-07T16,3513
2022-04-07T15,3739
2022-04-07T14,3653
2022-04-07T13,3503
2022-04-07T12,3395
2022-04-07T11,2953
2022-04-07T10,2714
2022-04-07T09,2651
2022-04-07T08,2679
2022-04-07T07,2633
2022-04-07T06,2497
2022-04-07T05,2578
2022-04-07T04,2824
2022-04-07T03,3044
2022-04-07T02,3297
2022-04-07T01,3641
2022-04-07T00,3711
2022-04-06T23,3626
2022-04-06T22,3608
2022-04-06T21,3647
2022-04-06T20,3582
2022-04-06T19,3437
2022-04-06T18,3657
2022-04-06T17,3571
2022-04-06T16,3540
2022-04-06T15,3619
2022-04-06T14,3738
2022-04-06T13,3909
2022-04-06T12,3787
2022-04-06T11,3038
2022-04-06T10,2774
2022-04-06T09,2758
2022-04-06T08,2670
2022-04-06T07,2708
2022-04-06T06,2701
2022-04-06T05,2504
2022-04-06T04,2639
2022-04-06T03,3260
2022-04-06T02,3255
2022-04-06T01,3522
2022-04-06T00,3506
2022-04-05T23,3557
2022-04-05T22,3579
2022-04-05T21,3514
2022-04-05T20,3528
2022-04-05T19,3512
2022-04-05T18,3503
2022-04-05T17,3491
2022-04-05T16,3528
2022-04-05T15,3739
2022-04-05T14,4128
2022-04-05T13,4318
2022-04-05T12,4235
2022-04-05T11,3326
2022-04-05T10,3122
2022-04-05T09,2909
2022-04-05T08,2897
2022-04-05T07,2848
2022-04-05T06,2714
2022-04-05T05,2797
2022-04-05T04,2845
2022-04-05T03,3297
2022-04-05T02,3505
2022-04-05T01,3551
2022-04-05T00,3533
2022-04-04T23,3520
2022-04-04T22,3483
2022-04-04T21,3478
2022-04-04T20,3396
2022-04-04T19,3371
2022-04-04T18,3359
2022-04-04T17,3412
2022-04-04T16,3391
2022-04-04T15,3442
2022-04-04T14,3611
2022-04-04T13,3910
2022-04-04T12,3757
2022-04-04T11,3278
2022-04-04T10,2977
2022-04-04T09,2594
2022-04-04T08,2519
2022-04-04T07,2508
2022-04-04T06,2504
2022-04-04T05,2760
2022-04-04T04,3070
2022-04-04T03,3455
2022-04-04T02,3599
2022-04-04T01,3685
2022-04-04T00,3579
2022-04-03T23,3372
2022-04-03T22,3532
2022-04-03T21,3446
2022-04-03T20,3438
2022-04-03T19,3403
2022-04-03T18,3454
2022-04-03T17,3354
2022-04-03T16,3345
2022-04-03T15,3303
2022-04-03T14,3243
2022-04-03T13,3201
2022-04-03T12,3110
2022-04-03T11,2702
2022-04-03T10,2688
2022-04-03T09,2549
2022-04-03T08,2538
2022-04-03T07,2582
2022-04-03T06,2596
2022-04-03T05,2711
2022-04-03T04,2875
2022-04-03T03,3570
2022-04-03T02,3632
2022-04-03T01,3685
