period,value
2024-06-08T06,2570
2024-06-08T05,2608
2024-06-08T04,2888
2024-06-08T03,3209
2024-06-08T02,3341
2024-06-08T01,3496
2024-06-08T00,3316
2024-06-07T23,3341
2024-06-07T22,3227
2024-06-07T21,3263
2024-06-07T20,3180
2024-06-07T19,3149
2024-06-07T18,3117
2024-06-07T17,3275
2024-06-07T16,2997
2024-06-07T15,2974
2024-06-07T14,3037
2024-06-07T13,2997
2024-06-07T12,2888
2024-06-07T11,2388
2024-06-07T10,2000
2024-06-07T09,1926
2024-06-07T08,1957
2024-06-07T07,1984
2024-06-07T06,2038
2024-06-07T05,2049
2024-06-07T04,2369
2024-06-07T03,2926
2024-06-07T02,2911
2024-06-07T01,2957
2024-06-07T00,3369
2024-06-06T23,3216
2024-06-06T22,2971
2024-06-06T21,2743
2024-06-06T20,2923
2024-06-06T19,2957
2024-06-06T18,3391
2024-06-06T17,2940
2024-06-06T16,3025
2024-06-06T15,2888
2024-06-06T14,3005
2024-06-06T13,2929
2024-06-06T12,2764
2024-06-06T11,2551
2024-06-06T10,2049
2024-06-06T09,1789
2024-06-06T08,1831
2024-06-06T07,1903
2024-06-06T06,2011
2024-06-06T05,2122
2024-06-06T04,2416
2024-06-06T03,3010
2024-06-06T02,3537
2024-06-06T01,3806
2024-06-06T00,3810
2024-06-05T23,4082
2024-06-05T22,3992
2024-06-05T21,3882
2024-06-05T20,3689
2024-06-05T19,3188
2024-06-05T18,3272
2024-06-05T17,3054
2024-06-05T16,3065
2024-06-05T15,2956
2024-06-05T14,2977
2024-06-05T13,2962
2024-06-05T12,2916
2024-06-05T11,2361
2024-06-05T10,1984
2024-06-05T09,1920
2024-06-05T08,1903
2024-06-05T07,1867
2024-06-05T06,1875
2024-06-05T05,2145
2024-06-05T04,2494
2024-06-05T03,2893
2024-06-05T02,3499
2024-06-05T01,3612
2024-06-05T00,3828
2024-06-04T23,4299
2024-06-04T22,4451
2024-06-04T21,4183
2024-06-04T20,3778
2024-06-04T19,3542
2024-06-04T18,3396
2024-06-04T17,3210
2024-06-04T16,3202
2024-06-04T15,2921
2024-06-04T14,3042
2024-06-04T13,2880
2024-06-04T12,2826
2024-06-04T11,2483
2024-06-04T10,2037
2024-06-04T09,1947
2024-06-04T08,2012
2024-06-04T07,2005
2024-06-04T06,2132
2024-06-04T05,2438
2024-06-04T04,3026
2024-06-04T03,3080
2024-06-04T02,3606
2024-06-04T01,3838
2024-06-04T00,4501
2024-06-03T23,4509
2024-06-03T22,4207
2024-06-03T21,3916
2024-06-03T20,3818
2024-06-03T19,3678
2024-06-03T18,3522
2024-06-03T17,3579
2024-06-03T16,3512
2024-06-03T15,3361
2024-06-03T14,3321
2024-06-03T13,3441
2024-06-03T12,3074
2024-06-03T11,2771
2024-06-03T10,2360
2024-06-03T09,2204
2024-06-03T08,2200
2024-06-03T07,2170
2024-06-03T06,2264
2024-06-03T05,2301
2024-06-03T04,2372
2024-06-03T03,2838
2024-06-03T02,3168
2024-06-03T01,3304
2024-06-03T00,3257
2024-06-02T23,3176
2024-06-02T22,3216
2024-06-02T21,3139
2024-06-02T20,3198
2024-06-02T19,3138
2024-06-02T18,3192
2024-06-02T17,3136
2024-06-02T16,3101
2024-06-02T15,3037
2024-06-02T14,2840
2024-06-02T13,2720
2024-06-02T12,2556
2024-06-02T11,2328
2024-06-02T10,2256
2024-06-02T09,2256
2024-06-02T08,2239
2024-06-02T07,2250
2024-06-02T06,2328
2024-06-02T05,2496
2024-06-02T04,3139
2024-06-02T03,3243
2024-06-02T02,3357
2024-06-02T01,3474
2024-06-02T00,3379
2024-06-01T23,3441
2024-06-01T22,3353
2024-06-01T21,3235
2024-06-01T20,3241
2024-06-01T19,2998
2024-06-01T18,2981
2024-06-01T17,3191
2024-06-01T16,3043
2024-06-01T15,2905
2024-06-01T14,2799
2024-06-01T13,2829
2024-06-01T12,2675
2024-06-01T11,2459
2024-06-01T10,2301
2024-06-01T09,2201
2024-06-01T08,2026
2024-06-01T07,2182
2024-06-01T06,2305
2024-06-01T05,2344
2024-06-01T04,2993
2024-06-01T03,3288
2024-06-01T02,3520
2024-06-01T01,3714
2024-06-01T00,3788
2024-05-31T23,3638
2024-05-31T22,3477
2024-05-31T21,3191
2024-05-31T20,3252
2024-05-31T19,3134
2024-05-31T18,3119
2024-05-31T17,3102
2024-05-31T16,2965
2024-05-31T15,2852
2024-05-31T14,2994
2024-05-31T13,3003
2024-05-31T12,3109
2024-05-31T11,2652
2024-05-31T10,2302
2024-05-31T09,2321
2024-05-31T08,2303
2024-05-31T07,2302
2024-05-31T06,2314
2024-05-31T05,2419
2024-05-31T04,3050
2024-05-31T03,3262
2024-05-31T02,3518
2024-05-31T01,3609
2024-05-31T00,3670
2024-05-30T23,3547
2024-05-30T22,3465
2024-05-30T21,3222
2024-05-30T20,3106
2024-05-30T19,3167
2024-05-30T18,3215
2024-05-30T17,3179
2024-05-30T16,3168
2024-05-30T15,2930
2024-05-30T14,2892
2024-05-30T13,2980
2024-05-30T12,3020
2024-05-30T11,2627
2024-05-30T10,2246
2024-05-30T09,2168
2024-05-30T08,2099
2024-05-30T07,2192
2024-05-30T06,2219
2024-05-30T05,2256
2024-05-30T04,2646
2024-05-30T03,2946
2024-05-30T02,3259
2024-05-30T01,3449
2024-05-30T00,3655
2024-05-29T23,3458
2024-05-29T22,3565
2024-05-29T21,3581
2024-05-29T20,3275
2024-05-29T19,3064
2024-05-29T18,3075
2024-05-29T17,3259
2024-05-29T16,3146
2024-05-29T15,3102
2024-05-29T14,3272
2024-05-29T13,3316
2024-05-29T12,3156
2024-05-29T11,2764
2024-05-29T10,2716
2024-05-29T09,2666
2024-05-29T08,2605
2024-05-29T07,2598
2024-05-29T06,2537
2024-05-29T05,2629
2024-05-29T04,2721
2024-05-29T03,3074
2024-05-29T02,3276
2024-05-29T01,3439
2024-05-29T00,3487
2024-05-28T23,3609
2024-05-28T22,3562
2024-05-28T21,3661
2024-05-28T20,3390
2024-05-28T19,3261
2024-05-28T18,3226
2024-05-28T17,3024
2024-05-28T16,3145
2024-05-28T15,3126
2024-05-28T14,2992
2024-05-28T13,2900
2024-05-28T12,2853
2024-05-28T11,2753
2024-05-28T10,2599
2024-05-28T09,2515
2024-05-28T08,2555
2024-05-28T07,2544
2024-05-28T06,2529
2024-05-28T05,2451
2024-05-28T04,1964
2024-05-28T03,2552
2024-05-28T02,3145
2024-05-28T01,3362
2024-05-28T00,3612
2024-05-27T23,3492
2024-05-27T22,3556
2024-05-27T21,3214
2024-05-27T20,3004
2024-05-27T19,3088
2024-05-27T18,3005
2024-05-27T17,3258
2024-05-27T16,3098
2024-05-27T15,2458
2024-05-27T14,2519
2024-05-27T13,2688
2024-05-27T12,2554
2024-05-27T11,2158
2024-05-27T10,1984
2024-05-27T09,1951
2024-05-27T08,1926
2024-05-27T07,1923
2024-05-27T06,2005
2024-05-27T05,2032
2024-05-27T04,2219
2024-05-27T03,2632
2024-05-27T02,3234
2024-05-27T01,3229
2024-05-27T00,3269
2024-05-26T23,3361
2024-05-26T22,3426
2024-05-26T21,3300
2024-05-26T20,3127
2024-05-26T19,3140
2024-05-26T18,3066
2024-05-26T17,2934
2024-05-26T16,2737
2024-05-26T15,2719
2024-05-26T14,2627
2024-05-26T13,2537
2024-05-26T12,2482
2024-05-26T11,2113
2024-05-26T10,1993
2024-05-26T09,1979
2024-05-26T08,2040
2024-05-26T07,2011
2024-05-26T06,2012
2024-05-26T05,2105
2024-05-26T04,2291
2024-05-26T03,2710
2024-05-26T02,3200
2024-05-26T01,3369
2024-05-26T00,3428
2024-05-25T23,3489
2024-05-25T22,3473
2024-05-25T21,3314
2024-05-25T20,3321
2024-05-25T19,3138
2024-05-25T18,3138
2024-05-25T17,2997
2024-05-25T16,2879
2024-05-25T15,2866
2024-05-25T14,2767
2024-05-25T13,2701
2024-05-25T12,2554
2024-05-25T11,2120
2024-05-25T10,2017
2024-05-25T09,2135
2024-05-25T08,2023
2024-05-25T07,2112
2024-05-25T06,2290
2024-05-25T05,2552
2024-05-25T04,2258
2024-05-25T03,2802
2024-05-25T02,3220
2024-05-25T01,3445
2024-05-25T00,3821
2024-05-24T23,3782
2024-05-24T22,3602
2024-05-24T21,3384
2024-05-24T20,3220
2024-05-24T19,3198
2024-05-24T18,3138
2024-05-24T17,3102
2024-05-24T16,3112
2024-05-24T15,3050
2024-05-24T14,2893
2024-05-24T13,2867
2024-05-24T12,2940
2024-05-24T11,2333
2024-05-24T10,2375
2024-05-24T09,2292
2024-05-24T08,2207
2024-05-24T07,2236
2024-05-24T06,2443
2024-05-24T05,2502
2024-05-24T04,2617
2024-05-24T03,3047
2024-05-24T02,3179
2024-05-24T01,3204
2024-05-24T00,3275
2024-05-23T23,3024
2024-05-23T22,3195
2024-05-23T21,2856
2024-05-23T20,2934
2024-05-23T19,2878
2024-05-23T18,2782
2024-05-23T17,2921
2024-05-23T16,3070
2024-05-23T15,3006
2024-05-23T14,2844
2024-05-23T13,2824
2024-05-23T12,2821
2024-05-23T11,2465
2024-05-23T10,2430
2024-05-23T09,2258
2024-05-23T08,2253
2024-05-23T07,2290
2024-05-23T06,2302
2024-05-23T05,2421
2024-05-23T04,1858
2024-05-23T03,2107
2024-05-23T02,2448
2024-05-23T01,2770
2024-05-23T00,2857
2024-05-22T23,3154
2024-05-22T22,2913
2024-05-22T21,2620
2024-05-22T20,2447
2024-05-22T19,2359
2024-05-22T18,2271
2024-05-22T17,2030
2024-05-22T16,2028
2024-05-22T15,2058
2024-05-22T14,2063
2024-05-22T13,1989
2024-05-22T12,2126
2024-05-22T11,2043
2024-05-22T10,1700
2024-05-22T09,1636
2024-05-22T08,1636
2024-05-22T07,1605
2024-05-22T06,1602
2024-05-22T05,1775
2024-05-22T04,2759
2024-05-22T03,3269
2024-05-22T02,3800
2024-05-22T01,4353
2024-05-22T00,4489
2024-05-21T23,4302
2024-05-21T22,4286
2024-05-21T21,4038
2024-05-21T20,3855
2024-05-21T19,3441
2024-05-21T18,3412
2024-05-21T17,2987
2024-05-21T16,2966
2024-05-21T15,2942
2024-05-21T14,2962
2024-05-21T13,3161
2024-05-21T12,3059
2024-05-21T11,2774
2024-05-21T10,2389
2024-05-21T09,2254
2024-05-21T08,2148
2024-05-21T07,2205
2024-05-21T06,2347
2024-05-21T05,2448
2024-05-21T04,2903
2024-05-21T03,3356
2024-05-21T02,3622
2024-05-21T01,3893
2024-05-21T00,3998
2024-05-20T23,3754
2024-05-20T22,3684
2024-05-20T21,3499
2024-05-20T20,3430
2024-05-20T19,3210
2024-05-20T18,3090
2024-05-20T17,3075
2024-05-20T16,3114
2024-05-20T15,3042
2024-05-20T14,3107
2024-05-20T13,3165
2024-05-20T12,2898
2024-05-20T11,2696
2024-05-20T10,2463
2024-05-20T09,2380
2024-05-20T08,2328
2024-05-20T07,2928
2024-05-20T06,3069
2024-05-20T05,2951
2024-05-20T04,3002
2024-05-20T03,3075
2024-05-20T02,3357
2024-05-20T01,3515
2024-05-20T00,3571
2024-05-19T23,3372
2024-05-19T22,3332
2024-05-19T21,3229
2024-05-19T20,3253
2024-05-19T19,3169
2024-05-19T18,3096
2024-05-19T17,3009
2024-05-19T16,2993
2024-05-19T15,2919
2024-05-19T14,2917
2024-05-19T13,2981
2024-05-19T12,2808
2024-05-19T11,2609
2024-05-19T10,2508
2024-05-19T09,2191
2024-05-19T08,2105
2024-05-19T07,2184
2024-05-19T06,2224
2024-05-19T05,2164
2024-05-19T04,2460
2024-05-19T03,2850
2024-05-19T02,3239
2024-05-19T01,3427
2024-05-19T00,3308
2024-05-18T23,3282
2024-05-18T22,3298
2024-05-18T21,3374
2024-05-18T20,3134
2024-05-18T19,3137
2024-05-18T18,2986
2024-05-18T17,2961
2024-05-18T16,3121
2024-05-18T15,3123
2024-05-18T14,3254
2024-05-18T13,2980
2024-05-18T12,2896
2024-05-18T11,2640
2024-05-18T10,2406
2024-05-18T09,2376
2024-05-18T08,2373
2024-05-18T07,2241
2024-05-18T06,2362
2024-05-18T05,2446
2024-05-18T04,2636
2024-05-18T03,2920
2024-05-18T02,3385
2024-05-18T01,3784
2024-05-18T00,3680
2024-05-17T23,3617
2024-05-17T22,3557
2024-05-17T21,3387
2024-05-17T20,3384
2024-05-17T19,3372
2024-05-17T18,3305
2024-05-17T17,3137
2024-05-17T16,3078
2024-05-17T15,3005
2024-05-17T14,3066
2024-05-17T13,3243
2024-05-17T12,3297
2024-05-17T11,2681
2024-05-17T10,2348
2024-05-17T09,2184
2024-05-17T08,2202
2024-05-17T07,2236
2024-05-17T06,2275
2024-05-17T05,2322
2024-05-17T04,2588
2024-05-17T03,2975
2024-05-17T02,3511
2024-05-17T01,3638
2024-05-17T00,3694
2024-05-16T23,3529
2024-05-16T22,3569
2024-05-16T21,3530
2024-05-16T20,3319
2024-05-16T19,3313
2024-05-16T18,3396
2024-05-16T17,3423
2024-05-16T16,3446
2024-05-16T15,3294
2024-05-16T14,3366
2024-05-16T13,3294
2024-05-16T12,3318
2024-05-16T11,2704
2024-05-16T10,2330
2024-05-16T09,2315
2024-05-16T08,2318
2024-05-16T07,2300
2024-05-16T06,2336
2024-05-16T05,2372
2024-05-16T04,2567
2024-05-16T03,2935
2024-05-16T02,3528
2024-05-16T01,3643
2024-05-16T00,3625
2024-05-15T23,3416
2024-05-15T22,3351
2024-05-15T21,3194
2024-05-15T20,3243
2024-05-15T19,3259
2024-05-15T18,3332
2024-05-15T17,3312
2024-05-15T16,3505
2024-05-15T15,3272
2024-05-15T14,3265
2024-05-15T13,3253
2024-05-15T12,3268
2024-05-15T11,2763
2024-05-15T10,2663
2024-05-15T09,2643
2024-05-15T08,2607
2024-05-15T07,2692
2024-05-15T06,2739
2024-05-15T05,2734
2024-05-15T04,2669
2024-05-15T03,2999
2024-05-15T02,3492
2024-05-15T01,3733
2024-05-15T00,3736
2024-05-14T23,3607
2024-05-14T22,3418
2024-05-14T21,3318
2024-05-14T20,3222
2024-05-14T19,3175
2024-05-14T18,3252
2024-05-14T17,3201
2024-05-14T16,3128
2024-05-14T15,3111
2024-05-14T14,3522
2024-05-14T13,3589
2024-05-14T12,3502
2024-05-14T11,3014
2024-05-14T10,3040
2024-05-14T09,2873
2024-05-14T08,2770
2024-05-14T07,2772
2024-05-14T06,2847
2024-05-14T05,2884
2024-05-14T04,2938
2024-05-14T03,3548
2024-05-14T02,3798
2024-05-14T01,3824
2024-05-14T00,3825
2024-05-13T23,3444
2024-05-13T22,3213
2024-05-13T21,3326
2024-05-13T20,3367
2024-05-13T19,3257
2024-05-13T18,3208
2024-05-13T17,3262
2024-05-13T16,3283
2024-05-13T15,3191
2024-05-13T14,3091
2024-05-13T13,3066
2024-05-13T12,3162
2024-05-13T11,3068
2024-05-13T10,2571
2024-05-13T09,2381
2024-05-13T08,2406
2024-05-13T07,2416
2024-05-13T06,2486
2024-05-13T05,2483
2024-05-13T04,2807
2024-05-13T03,3073
2024-05-13T02,3327
2024-05-13T01,3630
2024-05-13T00,3546
2024-05-12T23,3443
2024-05-12T22,3292
2024-05-12T21,3264
2024-05-12T20,3279
2024-05-12T19,3172
2024-05-12T18,3208
2024-05-12T17,3134
2024-05-12T16,3200
2024-05-12T15,3214
2024-05-12T14,3266
2024-05-12T13,3292
2024-05-12T12,3079
2024-05-12T11,2572
2024-05-12T10,2434
2024-05-12T09,2412
2024-05-12T08,2414
2024-05-12T07,2481
2024-05-12T06,2490
2024-05-12T05,2456
2024-05-12T04,2779
2024-05-12T03,3021
2024-05-12T02,3472
2024-05-12T01,3528
2024-05-12T00,3353
2024-05-11T23,3356
2024-05-11T22,3292
2024-05-11T21,3176
2024-05-11T20,3134
2024-05-11T19,3094
2024-05-11T18,3047
2024-05-11T17,2814
2024-05-11T16,2892
2024-05-11T15,2871
2024-05-11T14,2831
2024-05-11T13,2974
2024-05-11T12,2927
2024-05-11T11,2580
2024-05-11T10,2324
2024-05-11T09,2304
2024-05-11T08,2301
2024-05-11T07,2379
2024-05-11T06,2415
2024-05-11T05,2459
2024-05-11T04,2990
2024-05-11T03,3111
2024-05-11T02,3670
2024-05-11T01,3920
2024-05-11T00,3930
2024-05-10T23,3867
2024-05-10T22,3770
2024-05-10T21,3796
2024-05-10T20,3752
2024-05-10T19,3733
2024-05-10T18,3746
2024-05-10T17,3716
2024-05-10T16,3753
2024-05-10T15,3790
2024-05-10T14,3777
2024-05-10T13,3801
2024-05-10T12,3367
2024-05-10T11,2960
2024-05-10T10,2538
2024-05-10T09,2363
2024-05-10T08,2342
2024-05-10T07,2354
2024-05-10T06,2378
2024-05-10T05,2493
2024-05-10T04,2803
2024-05-10T03,3267
2024-05-10T02,3517
2024-05-10T01,3966
2024-05-10T00,4017
2024-05-09T23,3967
2024-05-09T22,3857
2024-05-09T21,3829
2024-05-09T20,3799
2024-05-09T19,3844
2024-05-09T18,3833
2024-05-09T17,3823
2024-05-09T16,3797
2024-05-09T15,3837
2024-05-09T14,3802
2024-05-09T13,3756
2024-05-09T12,3411
2024-05-09T11,3021
2024-05-09T10,2632
2024-05-09T09,2569
2024-05-09T08,2610
2024-05-09T07,2587
2024-05-09T06,2662
2024-05-09T05,2678
2024-05-09T04,2725
2024-05-09T03,3389
2024-05-09T02,3792
2024-05-09T01,4145
2024-05-09T00,4216
2024-05-08T23,4127
2024-05-08T22,3970
2024-05-08T21,3816
2024-05-08T20,3595
2024-05-08T19,3306
2024-05-08T18,3128
2024-05-08T17,3180
2024-05-08T16,3305
2024-05-08T15,3227
2024-05-08T14,3317
2024-05-08T13,3376
2024-05-08T12,3248
2024-05-08T11,2898
2024-05-08T10,2543
2024-05-08T09,2507
2024-05-08T08,2510
2024-05-08T07,2542
2024-05-08T06,2575
2024-05-08T05,2681
2024-05-08T04,2736
2024-05-08T03,3464
2024-05-08T02,3799
2024-05-08T01,3946
2024-05-08T00,3984
2024-05-07T23,4030
2024-05-07T22,3559
2024-05-07T21,3536
2024-05-07T20,3328
2024-05-07T19,3278
2024-05-07T18,3229
2024-05-07T17,3183
2024-05-07T16,3161
2024-05-07T15,3092
2024-05-07T14,3024
2024-05-07T13,3277
2024-05-07T12,3230
2024-05-07T11,3149
2024-05-07T10,2848
2024-05-07T09,2811
2024-05-07T08,2806
2024-05-07T07,2810
2024-05-07T06,2874
2024-05-07T05,2924
2024-05-07T04,2923
2024-05-07T03,3160
2024-05-07T02,3615
2024-05-07T01,3890
2024-05-07T00,3963
2024-05-06T23,3894
2024-05-06T22,3533
2024-05-06T21,3515
2024-05-06T20,3266
2024-05-06T19,3261
2024-05-06T18,3243
2024-05-06T17,3238
2024-05-06T16,3005
2024-05-06T15,3315
2024-05-06T14,3334
2024-05-06T13,3179
2024-05-06T12,3236
2024-05-06T11,2890
2024-05-06T10,2773
2024-05-06T09,2709
2024-05-06T08,2628
2024-05-06T07,2618
2024-05-06T06,2627
2024-05-06T05,2637
2024-05-06T04,2621
2024-05-06T03,2963
2024-05-06T02,3224
2024-05-06T01,3438
2024-05-06T00,3431
2024-05-05T23,3393
2024-05-05T22,3347
2024-05-05T21,3176
2024-05-05T20,3086
2024-05-05T19,3024
2024-05-05T18,2945
2024-05-05T17,2961
2024-05-05T16,2896
2024-05-05T15,2831
2024-05-05T14,2820
2024-05-05T13,2946
2024-05-05T12,2870
2024-05-05T11,2469
2024-05-05T10,2608
2024-05-05T09,2572
2024-05-05T08,2527
2024-05-05T07,2334
2024-05-05T06,2480
2024-05-05T05,2516
2024-05-05T04,2570
2024-05-05T03,2874
2024-05-05T02,3091
2024-05-05T01,3185
2024-05-05T00,3021
2024-05-04T23,3032
2024-05-04T22,3016
2024-05-04T21,3022
2024-05-04T20,3007
2024-05-04T19,2960
2024-05-04T18,2947
2024-05-04T17,2922
2024-05-04T16,2705
2024-05-04T15,2656
2024-05-04T14,2627
2024-05-04T13,2752
2024-05-04T12,2644
2024-05-04T11,2366
2024-05-04T10,2568
2024-05-04T09,2582
2024-05-04T08,2601
2024-05-04T07,2719
2024-05-04T06,2687
2024-05-04T05,2801
2024-05-04T04,2571
2024-05-04T03,2896
2024-05-04T02,3139
2024-05-04T01,3322
2024-05-04T00,3282
2024-05-03T23,3220
2024-05-03T22,3036
2024-05-03T21,3051
2024-05-03T20,2902
2024-05-03T19,2800
2024-05-03T18,2738
2024-05-03T17,2687
2024-05-03T16,2720
2024-05-03T15,2790
2024-05-03T14,3055
2024-05-03T13,3194
2024-05-03T12,3089
2024-05-03T11,2670
2024-05-03T10,2495
2024-05-03T09,2244
2024-05-03T08,2317
2024-05-03T07,2268
2024-05-03T06,2395
2024-05-03T05,2485
2024-05-03T04,2711
2024-05-03T03,3158
2024-05-03T02,3462
2024-05-03T01,3903
2024-05-03T00,3753
2024-05-02T23,3589
2024-05-02T22,3415
2024-05-02T21,3225
2024-05-02T20,3001
2024-05-02T19,3004
2024-05-02T18,2928
2024-05-02T17,2860
2024-05-02T16,2889
2024-05-02T15,2920
2024-05-02T14,3049
2024-05-02T13,3042
2024-05-02T12,3252
2024-05-02T11,2870
2024-05-02T10,2684
2024-05-02T09,2640
2024-05-02T08,2575
2024-05-02T07,2416
2024-05-02T06,2615
2024-05-02T05,2511
2024-05-02T04,2897
2024-05-02T03,3422
2024-05-02T02,3825
2024-05-02T01,3888
2024-05-02T00,3865
2024-05-01T23,3748
2024-05-01T22,3676
2024-05-01T21,3684
2024-05-01T20,3679
2024-05-01T19,3652
2024-05-01T18,3648
2024-05-01T17,3652
2024-05-01T16,3678
2024-05-01T15,3724
2024-05-01T14,3690
2024-05-01T13,3747
2024-05-01T12,3467
2024-05-01T11,3004
2024-05-01T10,2782
2024-05-01T09,2642
2024-05-01T08,2523
2024-05-01T07,2578
2024-05-01T06,2693
2024-05-01T05,2695
2024-05-01T04,2926
2024-05-01T03,3350
2024-05-01T02,3664
2024-05-01T01,3953
2024-05-01T00,3995
2024-04-30T23,3889
2024-04-30T22,3808
2024-04-30T21,3855
2024-04-30T20,3824
2024-04-30T19,3727
2024-04-30T18,3689
2024-04-30T17,3814
2024-04-30T16,3799
2024-04-30T15,3831
2024-04-30T14,3754
2024-04-30T13,3788
2024-04-30T12,3434
2024-04-30T11,3066
2024-04-30T10,2726
2024-04-30T09,2550
2024-04-30T08,2533
2024-04-30T07,2544
2024-04-30T06,2581
2024-04-30T05,2565
2024-04-30T04,2815
2024-04-30T03,3199
2024-04-30T02,3862
2024-04-30T01,4403
2024-04-30T00,4265
2024-04-29T23,3826
2024-04-29T22,3661
2024-04-29T21,3665
2024-04-29T20,3686
2024-04-29T19,3788
2024-04-29T18,3804
2024-04-29T17,3875
2024-04-29T16,3679
2024-04-29T15,3703
2024-04-29T14,3561
2024-04-29T13,3643
2024-04-29T12,3541
2024-04-29T11,2851
2024-04-29T10,2483
2024-04-29T09,2358
2024-04-29T08,2358
2024-04-29T07,2363
2024-04-29T06,2486
2024-04-29T05,2554
2024-04-29T04,2551
2024-04-29T03,2975
2024-04-29T02,3320
2024-04-29T01,3500
2024-04-29T00,3524
2024-04-28T23,3454
2024-04-28T22,3379
2024-04-28T21,3245
2024-04-28T20,3203
2024-04-28T19,3238
2024-04-28T18,3221
2024-04-28T17,3366
2024-04-28T16,3279
2024-04-28T15,3130
2024-04-28T14,3051
2024-04-28T13,2839
2024-04-28T12,2600
2024-04-28T11,2613
2024-04-28T10,2327
2024-04-28T09,2238
2024-04-28T08,2213
2024-04-28T07,2207
2024-04-28T06,2344
2024-04-28T05,2409
2024-04-28T04,2461
2024-04-28T03,2912
2024-04-28T02,3256
2024-04-28T01,3392
2024-04-28T00,3439
2024-04-27T23,3263
2024-04-27T22,3247
2024-04-27T21,3000
2024-04-27T20,2927
2024-04-27T19,2912
2024-04-27T18,2904
2024-04-27T17,2934
2024-04-27T16,2895
2024-04-27T15,2895
2024-04-27T14,2859
2024-04-27T13,2960
2024-04-27T12,2981
2024-04-27T11,2761
2024-04-27T10,2408
2024-04-27T09,2410
2024-04-27T08,2395
2024-04-27T07,2404
2024-04-27T06,2413
2024-04-27T05,2474
2024-04-27T04,2853
2024-04-27T03,3166
2024-04-27T02,3665
2024-04-27T01,3809
2024-04-27T00,3719
2024-04-26T23,3481
2024-04-26T22,3374
2024-04-26T21,3166
2024-04-26T20,3095
2024-04-26T19,3125
2024-04-26T18,3241
2024-04-26T17,3206
2024-04-26T16,3282
2024-04-26T15,3276
2024-04-26T14,3396
2024-04-26T13,3481
2024-04-26T12,3547
2024-04-26T11,3074
2024-04-26T10,3020
2024-04-26T09,2800
2024-04-26T08,2722
2024-04-26T07,2746
2024-04-26T06,2758
2024-04-26T05,2829
2024-04-26T04,3367
2024-04-26T03,3603
2024-04-26T02,3764
2024-04-26T01,3781
2024-04-26T00,3675
2024-04-25T23,3491
2024-04-25T22,3457
2024-04-25T21,3362
2024-04-25T20,3324
2024-04-25T19,3420
2024-04-25T18,3465
2024-04-25T17,3462
2024-04-25T16,3492
2024-04-25T15,3535
2024-04-25T14,3466
2024-04-25T13,3563
2024-04-25T12,3707
2024-04-25T11,3311
2024-04-25T10,3040
2024-04-25T09,3106
2024-04-25T08,3041
2024-04-25T07,2919
2024-04-25T06,3093
2024-04-25T05,3112
2024-04-25T04,3131
2024-04-25T03,3471
2024-04-25T02,3812
2024-04-25T01,4036
2024-04-25T00,3863
2024-04-24T23,3984
2024-04-24T22,3911
2024-04-24T21,3670
2024-04-24T20,3544
2024-04-24T19,3582
2024-04-24T18,3639
2024-04-24T17,3698
2024-04-24T16,3708
2024-04-24T15,3669
2024-04-24T14,3632
2024-04-24T13,3889
2024-04-24T12,3888
2024-04-24T11,3531
2024-04-24T10,3423
2024-04-24T09,3348
2024-04-24T08,3596
2024-04-24T07,3496
2024-04-24T06,3392
2024-04-24T05,3436
2024-04-24T04,3620
2024-04-24T03,3799
2024-04-24T02,3998
2024-04-24T01,4026
2024-04-24T00,4167
2024-04-23T23,3992
2024-04-23T22,3820
2024-04-23T21,3752
2024-04-23T20,3551
2024-04-23T19,3307
2024-04-23T18,2687
2024-04-23T17,2636
2024-04-23T16,3106
2024-04-23T15,3682
2024-04-23T14,3747
2024-04-23T13,3728
2024-04-23T12,3741
2024-04-23T11,3483
2024-04-23T10,3413
2024-04-23T09,3243
2024-04-23T08,3002
2024-04-23T07,3084
2024-04-23T06,3378
2024-04-23T05,3517
2024-04-23T04,3619
2024-04-23T03,3761
2024-04-23T02,4091
2024-04-23T01,4405
2024-04-23T00,4276
2024-04-22T23,3710
2024-04-22T22,3472
2024-04-22T21,3258
2024-04-22T20,3084
2024-04-22T19,3135
2024-04-22T18,3216
2024-04-22T17,3398
2024-04-22T16,3454
2024-04-22T15,3484
2024-04-22T14,3570
2024-04-22T13,3789
2024-04-22T12,3871
2024-04-22T11,3670
2024-04-22T10,2922
2024-04-22T09,2715
2024-04-22T08,2595
2024-04-22T07,2525
2024-04-22T06,2567
2024-04-22T05,2604
2024-04-22T04,2809
2024-04-22T03,3452
2024-04-22T02,3805
2024-04-22T01,3996
2024-04-22T00,3926
2024-04-21T23,3644
2024-04-21T22,3438
2024-04-21T21,3146
2024-04-21T20,3085
2024-04-21T19,3302
2024-04-21T18,3236
2024-04-21T17,3264
2024-04-21T16,3496
2024-04-21T15,3499
2024-04-21T14,3585
2024-04-21T13,3442
2024-04-21T12,3367
2024-04-21T11,3189
2024-04-21T10,2791
2024-04-21T09,2672
2024-04-21T08,2661
2024-04-21T07,2685
2024-04-21T06,2648
2024-04-21T05,2634
2024-04-21T04,2850
2024-04-21T03,3679
2024-04-21T02,4006
2024-04-21T01,3981
2024-04-21T00,3648
2024-04-20T23,3442
2024-04-20T22,3230
2024-04-20T21,3162
2024-04-20T20,3356
2024-04-20T19,3245
2024-04-20T18,3180
2024-04-20T17,3245
